Id,TIPO_PLACA,ANIO_DE_FABRICACION,CILINDRADA,CANTIDAD_DE_CILINDROS,CANTIDAD_DE_PUERTAS,VALOR_DEL_VEHICULO,COLORES,FECHA_DE_IMPORTACION,IMP_VALOR_DEL_VEHICULO,FECHA_DE_INGRESO,ANIO_INGRESO,MES_INGRESO,CLASE,PERTENENCIA,MARCA,MODELO,CAPACIDAD,COMBUSTIBLE,ADUANA,CONDICION_INGRESO,PROPIETARIO_DEPARTAMENTO,PROPIETARIO_MUNICIPIO,ESTADO
89061,PARTICULAR,1988,3000,0,0,0,BLANCO,,0,25/11/1988,1988,11,AUTOMOVIL,PROPIEDAD,NISSAN,PATROL,5,DIESEL,,VEHICULO USADO,SAN SALVADOR,SOYAPANGO,ALTA
89062,PARTICULAR,1982,0,0,0,0,ROJO VINO,,0,25/11/1988,1988,11,PICK UP,PROPIEDAD,DATSUN,LONG BED,1,DIESEL,,VEHICULO USADO,LA PAZ,STGO NONUALCO,ALTA
89063,PARTICULAR,1984,0,0,0,0,GRIS CAFE OCRE NEGRO,,0,9/2/1989,1989,2,MICROBUS,PROPIEDAD,PLYMOUTH,VOYAGER,4,GASOLINA,,VEHICULO USADO,SAN SALVADOR,MEJICANOS,BAJA
89064,PARTICULAR,1977,0,0,0,0,BLANCO Y DIS COMERCIAL,,0,25/11/1988,1988,11,PICK UP,PROPIEDAD,CHEVROLET,LUV,1.5,DIESEL,,VEHICULO USADO,SAN SALVADOR,CIUDAD DELGADO,BAJA
89065,PARTICULAR,1985,0,0,0,0,CELESTE METALICO,,0,25/11/1988,1988,11,AUTOMOVIL,PROPIEDAD,BMW,318,5,GASOLINA,,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,BAJA
89066,PARTICULAR,1986,0,0,0,0,ROJO,,0,25/11/1988,1988,11,AUTOMOVIL,EMBARGO,PEUGEOT,N/D,5,GASOLINA,,VEHICULO USADO,SANTA ANA,SANTA ANA,ALTA
89067,PARTICULAR,2013,800,3,2,6923.23,BLANCO,19/7/2013,6923.23,27/12/2013,2013,12,CAMION LIVIANO,PRENDA,CHEVROLET,CMP,0.5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO NUEVO,AHUACHAPAN,AHUACHAPAN,ALTA
89068,PARTICULAR,1982,0,0,0,0,AZUL MARINO,,0,12/1/1989,1989,1,PICK UP,PROPIEDAD,TOYOTA,N/D,1,GASOLINA,,VEHICULO USADO,SAN SALVADOR,SOYAPANGO,ALTA
89069,PARTICULAR,2013,1800,4,5,21613.51,GRIS CLARO,22/1/2013,21613.51,27/12/2013,2013,12,AUTOMOVIL,PROPIEDAD,CHEVROLET,TRAX,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO NUEVO,SAN SALVADOR,SAN SALVADOR,ALTA
89070,PARTICULAR,1988,2600,0,0,0,BEIGE ANAR NEGRO ROJO,,0,2/3/1989,1989,3,AUTOMOVIL,PROPIEDAD,ISUZU,TROOPER,5,GASOLINA,,VEHICULO USADO,SAN SALVADOR,MEJICANOS,ALTA
89071,PARTICULAR,1982,0,0,0,0,BLANCO AZUL,,0,31/10/1988,1988,10,PICK UP,PROPIEDAD,CHEVROLET,LUV,0.5,DIESEL,,VEHICULO USADO,SONSONATE,IZALCO,BAJA
89072,PARTICULAR,1988,0,0,0,0,BLANCO,,0,31/10/1988,1988,10,AUTOMOVIL,PROPIEDAD,SUBARU,N/D,5,GASOLINA,,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89073,PARTICULAR,1988,0,0,0,0,ROJO,,0,31/10/1988,1988,10,AUTOMOVIL,PROPIEDAD,SUBARU,N/D,5,GASOLINA,,VEHICULO USADO,USULUTAN,USULUTAN,ALTA
89074,PARTICULAR,1988,0,0,0,0,GRIS,,0,8/12/1988,1988,12,AUTOMOVIL,PROPIEDAD,SUBARU,4WD,8,GASOLINA,,VEHICULO USADO,SAN SALVADOR,TONACATEPEQUE,ALTA
89075,PARTICULAR,1983,0,0,0,0,VERDE,,0,25/11/1988,1988,11,PICK UP,PROPIEDAD,TOYOTA,N/D,1,GASOLINA,,VEHICULO USADO,SAN SALVADOR,GUAZAPA,ALTA
89076,PARTICULAR,1981,0,0,0,0,GRIS,,0,25/11/1988,1988,11,PICK UP,PROPIEDAD,VOLKSWAGEN,N/D,0.5,DIESEL,,VEHICULO USADO,SANTA ANA,SANTA ANA,BAJA
89077,PARTICULAR,1987,0,0,0,0,ROJO,,0,25/11/1988,1988,11,PICK UP,PROPIEDAD,TOYOTA,N/D,1,GASOLINA,,VEHICULO USADO,SAN SALVADOR,SAN MARTIN,BAJA
89078,PARTICULAR,1988,0,0,0,0,VERDE,,0,12/1/1989,1989,1,MICROBUS,PROPIEDAD,TOYOTA,HIACE,15,DIESEL,,VEHICULO USADO,SAN SALVADOR,SANTO TOMAS,BAJA
89079,PARTICULAR,1982,0,0,0,0,NEGRO BLANCO AZUL,,0,2/3/1989,1989,3,PICK UP,PROPIEDAD,ISUZU,N/D,1,DIESEL,,VEHICULO USADO,CHALATENANGO,SAN IGNACIO,ALTA
89080,PARTICULAR,1982,0,0,0,0,NEGRO GRIS,,0,31/10/1988,1988,10,PICK UP,PROPIEDAD,DATSUN,N/D,1,GASOLINA,,VEHICULO USADO,SANTA ANA,CHALCHUAPA,ALTA
89081,PARTICULAR,1985,0,4,2,4061.58,GRIS NEGRO,23/10/1997,4061.58,17/8/1998,1998,8,AUTOMOVIL,PROPIEDAD,NISSAN,SENTRA,5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,SOYAPANGO,BAJA
89082,PARTICULAR,1993,1600,4,4,5642.86,VERDE,18/6/1998,5642.86,17/8/1998,1998,8,AUTOMOVIL,PROPIEDAD,HONDA,CIVIC LX,5,GASOLINA,TRES TORRES SAN BARTOLO,VEHICULO USADO,SAN SALVADOR,CIUDAD DELGADO,ALTA
89083,ALQUILER,1993,1800,4,4,5088.36,AMARILLO F/C B/N,17/12/1997,5088.36,17/8/1998,1998,8,ALQUILER,PROPIEDAD,TOYOTA,COROLLA,5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN MIGUEL,SAN MIGUEL,ALTA
89084,PARTICULAR,1994,0,6,2,5010.03,GRIS,21/5/1998,5010.03,8/7/1998,1998,7,PICK UP,PROPIEDAD,MAZDA,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA LIBERTAD,SANTA TECLA,ALTA
89085,PARTICULAR,1998,796,0,2,5087.6,BLANCO,14/10/1997,5087.6,8/7/1998,1998,7,PICK UP,PROPIEDAD,DAEWOO,LABO STD,0.6,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,BAJA
89086,PARTICULAR,1992,0,4,2,4646.13,ROJO,4/5/1998,4646.13,8/7/1998,1998,7,PICK UP,PROPIEDAD,ISUZU,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SONSONATE,JUAYUA,ALTA
89087,PARTICULAR,1998,1761,0,4,16037.77,AZUL METALICO,18/6/1998,16037.77,8/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,PEUGEOT,306 XR,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,LA LIBERTAD,CIUDAD ARCE,ALTA
89088,PARTICULAR,1987,0,4,2,3552.96,CAFE,4/5/1998,3552.96,8/7/1998,1998,7,PICK UP,PROPIEDAD,MAZDA,B2000,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA LIBERTAD,SAN MATIAS,ALTA
89089,PARTICULAR,1998,1998,0,5,22057.38,VERDE METALICO,23/12/1997,22057.38,8/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,PEUGEOT,406 ST,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,MEJICANOS,ALTA
89090,PARTICULAR,1991,0,4,2,4134.93,OCRE,4/5/1998,4134.93,8/7/1998,1998,7,PICK UP,PROPIEDAD,ISUZU,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,AHUACHAPAN,AHUACHAPAN,ALTA
89091,PARTICULAR,1988,0,4,2,3820.06,GRIS,4/5/1998,3820.06,8/7/1998,1998,7,PICK UP,PROPIEDAD,ISUZU,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SANTA ANA,CHALCHUAPA,BAJA
89092,PARTICULAR,1991,0,4,2,4025.31,VERDE C/F MULTICOLOR,4/5/1998,4025.31,8/7/1998,1998,7,PICK UP,PROPIEDAD,ISUZU,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN MIGUEL,CHIRILAGUA,ALTA
89093,PARTICULAR,1990,0,4,2,4194.16,BLANCO,15/5/1998,4194.16,8/7/1998,1998,7,PICK UP,PROPIEDAD,MAZDA,B2200,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,SAN MARCOS,BAJA
89094,PARTICULAR,1998,1998,0,4,20263.13,VERDE METALICO,4/6/1998,20263.13,8/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,PEUGEOT,406 ST,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89095,PARTICULAR,1992,0,4,2,4646.13,BLANCO,15/4/1998,4646.13,8/7/1998,1998,7,PICK UP,PROPIEDAD,ISUZU,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA LIBERTAD,QUEZALTEPEQUE,ALTA
89096,PARTICULAR,1988,0,4,2,4029.91,BLANCO,10/6/1998,4029.91,8/7/1998,1998,7,PICK UP,PROPIEDAD,MAZDA,B2200,1.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SONSONATE,SONSONATE,ALTA
89097,PARTICULAR,1985,1800,4,4,3814.99,BEIGE,7/11/1997,3814.99,8/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,TOYOTA,COROLLA,5,DIESEL,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA PAZ,ZACATECOLUCA,ALTA
89098,ALQUILER,1998,,,4,9859.21,AMARILLO F/C B/N,24/4/1998,9859.21,8/7/1998,1998,7,ALQUILER,PROPIEDAD,DAEWOO,LANOS S,5,SIN COMBUSTIBLE,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,MEJICANOS,BAJA
89099,PARTICULAR,1996,3300,0,4,32787.47,GRIS,8/7/1998,32787.47,8/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,DODGE,CARAVAN,6,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,SOYAPANGO,ALTA
89100,PARTICULAR,1998,1498,0,5,9859.21,VERDE METALICO,24/4/1998,9859.21,8/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,DAEWOO,LANOS SE,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,MEJICANOS,ALTA
89101,PARTICULAR,1998,1498,0,4,10592.31,GRISOSC METALICO,25/5/1998,10592.31,8/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,DAEWOO,LANOS SE,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SONSONATE,SONSONATE,ALTA
89102,PARTICULAR,1987,0,4,2,3803.41,BLANCO,16/6/1998,3803.41,14/7/1998,1998,7,PICK UP,PROPIEDAD,TOYOTA,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SONSONATE,NAHUIZALCO,ALTA
89103,PARTICULAR,1996,800,0,4,6340.59,AMARILLO,16/9/1996,6340.59,14/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,DAEWOO,FINO SX,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,SOYAPANGO,ALTA
89104,PARTICULAR,1987,2366,0,2,3313.35,ROJO,13/2/1998,3313.35,14/7/1998,1998,7,PICK UP,PROPIEDAD,TOYOTA,N/D,0.5,GASOLINA,LA UNION,VEHICULO USADO,LA UNION,SAN ALEJO,ALTA
89105,PARTICULAR,1998,1498,0,4,8728.72,VERDE METALICO,11/5/1998,8728.72,14/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,DAEWOO,CIELO BX,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,APOPA,ALTA
89106,PARTICULAR,1998,1498,0,4,8728.72,VERDE METALICO,11/5/1998,8728.72,14/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,DAEWOO,CIELO BX,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN MIGUEL,SAN MIGUEL,ALTA
89107,PARTICULAR,1993,1600,4,2,4664.67,ROJO,26/2/1998,4664.67,14/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,HONDA,CIVIC,5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA LIBERTAD,SANTA TECLA,ALTA
89108,PARTICULAR,1990,1800,4,2,5297.65,OCRE,27/2/1998,5297.65,14/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,NISSAN,SENTRA,5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,APOPA,ALTA
89109,PARTICULAR,1992,2800,0,4,12028.92,NEGRO M/PLATEADAS,1/3/1996,12028.92,14/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,MITSUBISHI,MONTERO,5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA LIBERTAD,NUEVO CUSCATLAN,ALTA
89110,PARTICULAR,1995,0,4,4,5962.17,NEGRO,20/3/1998,5962.17,14/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,DODGE,NEON,5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA LIBERTAD,ZARAGOZA,BAJA
89111,PARTICULAR,1990,0,4,2,3426.02,CELESTE,22/1/1998,3426.02,14/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,NISSAN,MICRA,5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA LIBERTAD,SANTA TECLA,BAJA
89112,PARTICULAR,1997,1500,4,2,8984.9,BLANCO,16/3/1998,8984.9,14/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,TOYOTA,TERCEL,5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89113,PARTICULAR,1998,2982,0,4,26105.31,BEIGE,5/6/1998,26105.31,14/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,TOYOTA,4 RUNNER SR5,7,DIESEL,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89114,PARTICULAR,1998,2400,0,4,10944.18,BLANCO,6/3/1998,10944.18,24/7/1998,1998,7,PICK UP,PROPIEDAD,NISSAN,N/D,1.5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89115,PARTICULAR,1998,1600,0,4,9627.63,VERDE METALICO,24/3/1998,9627.63,24/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,NISSAN,SENTRA,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,SOYAPANGO,ALTA
89116,PARTICULAR,1998,1600,0,4,9627.63,OCRE,24/3/1998,9627.63,24/7/1998,1998,7,AUTOMOVIL,ANOTADO PREVENT.,NISSAN,SENTRA,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,CIUDAD DELGADO,ALTA
89117,PARTICULAR,1998,1600,0,4,9627.66,GRISCLA METALICO,24/3/1998,9627.66,24/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,NISSAN,SENTRA,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,LA LIBERTAD,COLON,ALTA
89118,PARTICULAR,1998,1600,0,4,9627.63,OCRE,24/3/1998,9627.63,24/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,NISSAN,SENTRA,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89119,PARTICULAR,1998,1600,0,4,11273.4,AZUL,26/3/1998,11273.4,24/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,NISSAN,SENTRA,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN VICENTE,VERAPAZ,ALTA
89120,PARTICULAR,1998,1600,0,4,11273.4,VERDE METALICO,26/3/1998,11273.4,24/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,NISSAN,SENTRA,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SONSONATE,IZALCO,ALTA
89121,ALQUILER,1998,1600,0,4,9577.2,AMARILLO F/C B/N,23/4/1998,9577.2,24/7/1998,1998,7,ALQUILER,PROPIEDAD,NISSAN,SENTRA,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,CUSCATANCINGO,ALTA
89122,PARTICULAR,1985,0,0,2,3579.6,BLANCO,9/12/1997,3579.6,28/7/1998,1998,7,PICK UP,PROPIEDAD,TOYOTA,N/D,1,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,AHUACHAPAN,AHUACHAPAN,ALTA
89123,PARTICULAR,1984,0,0,2,3197.59,BEIGE,26/12/1997,3197.59,28/7/1998,1998,7,PICK UP,PROPIEDAD,TOYOTA,N/D,1,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SONSONATE,IZALCO,BAJA
89124,PARTICULAR,1985,0,0,2,3527.49,CELESTE,17/12/1997,3527.49,28/7/1998,1998,7,PICK UP,PROPIEDAD,NISSAN,N/D,1,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,LA PAZ,STGO NONUALCO,ALTA
89125,PARTICULAR,1984,1600,0,3,3027.02,BEIGE,16/12/1997,3027.02,28/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,TOYOTA,TERCEL,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,CHALATENANGO,SAN IGNACIO,BAJA
89126,PARTICULAR,1981,3500,0,4,3625.13,CELESTE,9/9/1997,3625.13,28/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,FORD,E 350,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SONSONATE,IZALCO,BAJA
89127,PARTICULAR,1994,1600,4,4,15115.84,BLANCO,6/5/1998,15115.84,28/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,HONDA,CIVIC,5,GASOLINA,TRES TORRES SAN BARTOLO,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89128,PARTICULAR,1995,0,4,2,5590.28,AZUL,13/5/1998,5590.28,28/7/1998,1998,7,PICK UP,PROPIEDAD,ISUZU,KB,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA LIBERTAD,ANTGO CUSCATLAN,ALTA
89129,PARTICULAR,1990,0,4,4,5067.91,GRIS,29/4/1998,5067.91,28/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,HONDA,CIVIC EX,5,GASOLINA,LA UNION,VEHICULO USADO,SAN MIGUEL,SAN MIGUEL,BAJA
89130,PARTICULAR,1985,2389,0,2,3582.3,ROJO,22/12/1997,3582.3,29/7/1998,1998,7,PICK UP,PROPIEDAD,NISSAN,720 SERIES REG,0.5,GASOLINA,LA UNION,VEHICULO USADO,SAN SALVADOR,SOYAPANGO,ALTA
89131,PARTICULAR,1988,0,4,4,3097.65,AZUL,27/5/1998,3097.65,29/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,DATSUN,510,5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN MIGUEL,SAN MIGUEL,ALTA
89132,PARTICULAR,1993,0,4,2,4315.46,OCRE,3/2/1998,4315.46,29/7/1998,1998,7,PICK UP,PROPIEDAD,NISSAN,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,USULUTAN,USULUTAN,ALTA
89133,PARTICULAR,1987,0,4,2,3197.97,OCRE,6/4/1998,3197.97,29/7/1998,1998,7,PICK UP,PROPIEDAD,ISUZU,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SANTA ANA,SANTA ANA,ALTA
89134,PARTICULAR,1983,0,4,3,5185.6,CAFE,6/1/1998,5185.6,29/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,VOLKSWAGEN,VANAGON,7,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,ILOPANGO,ALTA
89135,PARTICULAR,1991,0,4,2,5762.48,GRIS C/F MULTICOLOR,18/3/1998,5762.48,29/7/1998,1998,7,PICK UP,PROPIEDAD,NISSAN,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA UNION,LISLIQUE,ALTA
89136,PARTICULAR,1985,0,4,2,3081.83,BLANCO,27/5/1998,3081.83,29/7/1998,1998,7,PICK UP,PROPIEDAD,TOYOTA,N/D,0.5,GASOLINA,LA UNION,VEHICULO USADO,SAN MIGUEL,SAN MIGUEL,ALTA
89137,PARTICULAR,1990,2389,0,2,5628.97,BLANCO,29/5/1998,5628.97,29/7/1998,1998,7,PICK UP,PROPIEDAD,NISSAN,N/D,0.5,GASOLINA,LA UNION,VEHICULO USADO,LA UNION,POLOROS,ALTA
89138,PARTICULAR,1984,2389,0,2,3543.71,AZUL,16/1/1998,3543.71,29/7/1998,1998,7,PICK UP,PROPIEDAD,NISSAN,720,0.5,DIESEL,LA UNION,VEHICULO USADO,SAN MIGUEL,SAN MIGUEL,ALTA
89139,PARTICULAR,1990,2400,0,2,5134.67,MARRON C/ FJAS,10/2/1998,5134.67,29/7/1998,1998,7,PICK UP,PROPIEDAD,TOYOTA,N/D,0.5,GASOLINA,LA UNION,VEHICULO USADO,LA UNION,POLOROS,ALTA
89140,PARTICULAR,1988,2389,0,2,4046.89,VERDE,24/2/1998,4046.89,29/7/1998,1998,7,PICK UP,PROPIEDAD,NISSAN,N/D,0.5,GASOLINA,LA UNION,VEHICULO USADO,LA UNION,LA UNION,ALTA
89141,PARTICULAR,1994,0,4,4,6251.09,BEIGE,4/2/1998,6251.09,29/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,MITSUBISHI,MIRAGE,5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,CUSCATLAN,ORAT CONCEPCION,ALTA
89142,PARTICULAR,1988,0,0,2,3548.73,AZUL C/ FJAS NEGRO,23/2/1998,3548.73,29/7/1998,1998,7,PICK UP,PROPIEDAD,TOYOTA,N/D,0.5,GASOLINA,SANTA ANA,VEHICULO USADO,AHUACHAPAN,AHUACHAPAN,BAJA
89143,PARTICULAR,1985,2555,0,2,4249.48,BLANCO C/ FJAS CAFE NEGRO,25/3/1998,4249.48,29/7/1998,1998,7,PICK UP,PROPIEDAD,DODGE,N/D,1,DIESEL,SANTA ANA,VEHICULO USADO,LA PAZ,STGO NONUALCO,ALTA
89144,PARTICULAR,1998,1587,0,4,13623.17,ROJO METALICO,25/6/1998,13623.17,29/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,PEUGEOT,306 XN,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,LA LIBERTAD,QUEZALTEPEQUE,ALTA
89145,PARTICULAR,1991,1500,4,2,3776.4,AZUL,9/3/1998,3776.4,24/8/1998,1998,8,AUTOMOVIL,PROPIEDAD,TOYOTA,TERCEL,3,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA LIBERTAD,JAYAQUE,ALTA
89146,MOTOCICLETA,2012,199,1,,990.41,NEGRO,17/2/2012,990.41,8/6/2012,2012,6,MOTOCICLETA,PROPIEDAD,SANLG,SL 6,2,GASOLINA,BODESA - BODEGAS GENERALES DE DEPOSITO,VEHICULO NUEVO,LA UNION,YUCUAIQUIN,ALTA
89147,MOTOCICLETA,2012,199,1,,990.41,NEGRO,17/2/2012,990.41,8/6/2012,2012,6,MOTOCICLETA,PROPIEDAD,SANLG,SL 6,2,GASOLINA,BODESA - BODEGAS GENERALES DE DEPOSITO,VEHICULO NUEVO,LA LIBERTAD,LA LIBERTAD,ALTA
89148,MOTOCICLETA,2012,199,1,,990.41,NEGRO,17/2/2012,990.41,8/6/2012,2012,6,MOTOCICLETA,PROPIEDAD,SANLG,SL 6,2,GASOLINA,BODESA - BODEGAS GENERALES DE DEPOSITO,VEHICULO NUEVO,SAN SALVADOR,SAN SALVADOR,BAJA
89149,MOTOCICLETA,2012,199,1,,990.41,NEGRO,17/2/2012,990.41,8/6/2012,2012,6,MOTOCICLETA,PROPIEDAD,SANLG,SL 6,2,GASOLINA,BODESA - BODEGAS GENERALES DE DEPOSITO,VEHICULO NUEVO,SAN SALVADOR,TONACATEPEQUE,ALTA
89150,PARTICULAR,1989,0,4,3,8042.91,GRIS METALICO,,8042.91,24/8/1998,1998,8,AUTOMOVIL,PROPIEDAD,MAZDA,MPV,7,GASOLINA,SANTA ANA,VEHICULO USADO,SANTA ANA,CHALCHUAPA,ALTA
89151,PARTICULAR,1986,0,4,2,4007.91,AZUL,,4007.91,24/8/1998,1998,8,PICK UP,PROPIEDAD,TOYOTA,N/D,0.5,GASOLINA,SANTA ANA,VEHICULO USADO,SANTA ANA,SANTA ANA,ALTA
89152,PARTICULAR,1994,2000,4,4,9143.69,BEIGE,30/6/1998,9143.69,24/8/1998,1998,8,AUTOMOVIL,PROPIEDAD,HONDA,ACCORD,5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89153,PARTICULAR,1983,0,0,2,4141.81,ROJO,11/3/1998,4141.81,24/8/1998,1998,8,PICK UP,PROPIEDAD,NISSAN,720,0.5,GASOLINA,LA UNION,VEHICULO USADO,LA LIBERTAD,ZARAGOZA,ALTA
89154,PARTICULAR,1984,0,4,2,3081.83,AZUL,16/7/1998,3081.83,24/8/1998,1998,8,PICK UP,PROPIEDAD,TOYOTA,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,ILOPANGO,BAJA
89155,PARTICULAR,1987,0,4,2,3236.56,GRIS,24/6/1998,3236.56,24/8/1998,1998,8,PICK UP,PROPIEDAD,NISSAN,N/D,0.5,GASOLINA,TRES TORRES SAN BARTOLO,VEHICULO USADO,LA LIBERTAD,COLON,BAJA
89156,PARTICULAR,1985,0,8,2,3507.93,AMARILLO,19/5/1998,3507.93,24/8/1998,1998,8,AUTOBUS,DEPOSITO,FORD,SCHOOL BUS,64,DIESEL,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA LIBERTAD,COLON,BAJA
89157,PARTICULAR,1986,0,4,2,4432.38,ROJO,28/4/1998,4432.38,24/8/1998,1998,8,PICK UP,PROPIEDAD,TOYOTA,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA LIBERTAD,COLON,ALTA
89158,PARTICULAR,1987,0,8,2,6103.41,OCRE,6/10/1997,6103.41,24/8/1998,1998,8,PICK UP,PROPIEDAD,FORD,N/D,0.5,DIESEL,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,BAJA
