Id,TIPO_PLACA,ANIO_DE_FABRICACION,CILINDRADA,CANTIDAD_DE_CILINDROS,CANTIDAD_DE_PUERTAS,VALOR_DEL_VEHICULO,COLORES,FECHA_DE_IMPORTACION,IMP_VALOR_DEL_VEHICULO,FECHA_DE_INGRESO,ANIO_INGRESO,MES_INGRESO,CLASE,PERTENENCIA,MARCA,MODELO,CAPACIDAD,COMBUSTIBLE,ADUANA,CONDICION_INGRESO,PROPIETARIO_DEPARTAMENTO,PROPIETARIO_MUNICIPIO,ESTADO
88952,PARTICULAR,1982,0,0,0,0,CELESTE,,0,11/11/1988,1988,11,PICK UP,PROPIEDAD,DATSUN,CAMPER,1,DIESEL,,VEHICULO USADO,SAN SALVADOR,SAN MARCOS,BAJA
88953,PARTICULAR,1983,0,0,0,0,BLANCO,,0,27/4/1989,1989,4,AUTOMOVIL,PROPIEDAD,NISSAN,STANZA,5,GASOLINA,,VEHICULO USADO,SONSONATE,SONSONATE,BAJA
88954,PARTICULAR,1982,0,0,0,0,NEGRO,,0,11/11/1988,1988,11,PICK UP,PROPIEDAD,DATSUN,N/D,0.5,GASOLINA,,VEHICULO USADO,CUSCATLAN,EL CARMEN,ALTA
88955,PARTICULAR,1988,1000,0,0,0,AZUL METALICO,,0,6/1/1989,1989,1,AUTOMOVIL,PROPIEDAD,DAIHATSU,BLIND,5,GASOLINA,,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
88956,PARTICULAR,1980,0,0,0,0,ROJO,,0,9/2/1989,1989,2,AUTOMOVIL,PROPIEDAD,HONDA,CIVIC,5,GASOLINA,,VEHICULO USADO,SAN SALVADOR,SOYAPANGO,BAJA
88957,MICROBUS(TRANSPORTE),2013,4200,6,2,50399,BLANCO F. VER,28/8/2013,50399,22/10/2013,2013,10,MICROBUS (Trans),PRENDA,TOYOTA,COASTER,28,DIESEL,SAN BARTOLO (SAN SALVADOR),VEHICULO NUEVO,LA LIBERTAD,QUEZALTEPEQUE,ALTA
88958,PARTICULAR,1982,0,0,0,0,CAFE AMARILLO BEIGE,,0,25/11/1988,1988,11,PICK UP,PROPIEDAD,ISUZU,CAMPER,1.5,DIESEL,,VEHICULO USADO,LA LIBERTAD,ANTGO CUSCATLAN,BAJA
88959,PARTICULAR,2006,1600,4,2,3056.08,BEIGE CLARO,16/4/2013,3056.08,26/12/2013,2013,12,AUTOMOVIL,PROPIEDAD,MINI,COOPER,4,GASOLINA,TRANSAUTO S.A. DE C.V.,VEHICULO USADO,LA LIBERTAD,SAN JUAN OPICO,ALTA
88960,PARTICULAR,2008,2000,4,4,3250.58,BLANCO,19/9/2013,3250.58,26/12/2013,2013,12,AUTOMOVIL,PROPIEDAD,NISSAN,SENTRA,5,GASOLINA,TRANSAUTO S.A. DE C.V.,VEHICULO USADO,SAN MIGUEL,MONCAGUA,ALTA
88961,MOTOCICLETA,2014,200,1,,943.75,NEGRO MULTICOLOR,22/10/2013,943.75,19/11/2013,2013,11,MOTOCICLETA,PROPIEDAD,YUMBO,DAKAR,2,GASOLINA,SANTA ANA,VEHICULO NUEVO,USULUTAN,JUCUAPA,ALTA
88962,PARTICULAR,1984,0,0,0,0,CAFE,,0,6/1/1989,1989,1,PICK UP,PROPIEDAD,DATSUN,N/D,0.5,GASOLINA,,VEHICULO USADO,SAN SALVADOR,APOPA,ALTA
88963,PARTICULAR,1992,2000,0,0,5714.29,MARRON,,5714.29,13/4/1994,1994,4,AUTOMOVIL,PROPIEDAD,MITSUBISHI,LANCER,5,GASOLINA,,VEHICULO USADO,LA PAZ,ZACATECOLUCA,ALTA
88964,MOTOCICLETA,2013,150,1,,818.65,ROJO VINO MULTICOLOR,17/10/2013,818.65,19/11/2013,2013,11,MOTOCICLETA,PROPIEDAD,YUMBO,VX 150,2,GASOLINA,SANTA ANA,VEHICULO NUEVO,SAN MIGUEL,SAN MIGUEL,ALTA
88965,PARTICULAR,1980,0,0,0,0,AMARILLO,,0,14/12/1988,1988,12,PICK UP,PROPIEDAD,TOYOTA,N/D,1,GASOLINA,,VEHICULO USADO,SAN MIGUEL,CIUDAD BARRIOS,BAJA
88966,PARTICULAR,1982,0,0,0,0,GRIS CAFE,,0,25/11/1988,1988,11,PICK UP,PROPIEDAD,VOLKSWAGEN,N/D,0.75,DIESEL,,VEHICULO USADO,SANTA ANA,COATEPEQUE,ALTA
88967,PARTICULAR,1981,1300,0,0,0,ROJO BLANCO,,0,2/3/1989,1989,3,AUTOMOVIL,PROPIEDAD,TOYOTA,STARLET,5,GASOLINA,,VEHICULO USADO,SONSONATE,ARMENIA,ALTA
88968,PARTICULAR,1988,1800,0,0,0,ROJO AZUL,,0,25/11/1988,1988,11,AUTOMOVIL,PROPIEDAD,NISSAN,VANETTE,9,GASOLINA,,VEHICULO USADO,USULUTAN,SANTA ELENA,ALTA
88969,MOTOCICLETA,2013,135,1,,1176.56,AZUL MULTICOLOR,21/6/2013,1176.56,19/11/2013,2013,11,MOTOCICLETA,PROPIEDAD,BAJAJ,PULSAR,2,GASOLINA,SANTA ANA,VEHICULO NUEVO,AHUACHAPAN,SAN FRANCISCO MENENDEZ,ALTA
88970,PARTICULAR,1977,0,0,0,0,VERDE CLARO,,0,2/3/1989,1989,3,PICK UP,PROPIEDAD,TOYOTA,N/D,1,GASOLINA,,VEHICULO USADO,USULUTAN,STGO DE MARIA,ALTA
88971,PARTICULAR,1988,2600,0,0,0,AZULOSC,,0,25/11/1988,1988,11,AUTOMOVIL,PROPIEDAD,ISUZU,TROOPER,5,GASOLINA,ANGUIATU,VEHICULO USADO,CUSCATLAN,COJUTEPEQUE,ALTA
88972,PARTICULAR,1981,0,0,0,0,GRIS AZUL,,0,8/12/1988,1988,12,PICK UP,PRENDA,ISUZU,N/D,0.5,DIESEL,,VEHICULO USADO,LA PAZ,SAN LUIS TALPA,ALTA
88973,PARTICULAR,1979,0,0,0,0,AZULOSC,,0,25/11/1988,1988,11,PICK UP,PROPIEDAD,TOYOTA,N/D,1,GASOLINA,,VEHICULO USADO,SAN SALVADOR,PANCHIMALCO,BAJA
88974,PARTICULAR,1978,0,0,0,0,NEGRO ROJO,,0,6/1/1989,1989,1,PICK UP,PROPIEDAD,TOYOTA,N/D,0.5,GASOLINA,,VEHICULO USADO,SAN SALVADOR,AYUTUXTEPEQUE,BAJA
88975,PARTICULAR,1989,1700,0,0,0,ROJO,,0,6/3/1990,1990,3,AUTOMOVIL,PROPIEDAD,TOYOTA,CORONA,5,GASOLINA,,VEHICULO USADO,SAN SALVADOR,SAN MARCOS,ALTA
88976,PARTICULAR,1989,1700,0,0,0,ROJO,,0,7/3/1990,1990,3,AUTOMOVIL,PROPIEDAD,TOYOTA,CORONA,5,GASOLINA,,VEHICULO USADO,SAN SALVADOR,MEJICANOS,ALTA
88977,PARTICULAR,1989,1700,0,0,0,ROJO,,0,6/3/1990,1990,3,AUTOMOVIL,PROPIEDAD,TOYOTA,CORONA,5,GASOLINA,,VEHICULO USADO,SAN SALVADOR,SOYAPANGO,ALTA
88978,PARTICULAR,1989,0,0,0,0,ROJO,,0,6/3/1990,1990,3,AUTOMOVIL,PROPIEDAD,TOYOTA,CORONA,5,GASOLINA,,VEHICULO USADO,CHALATENANGO,EL PARAISO,BAJA
88979,PARTICULAR,1989,1700,0,0,0,BLANCO,,0,6/3/1990,1990,3,AUTOMOVIL,PROPIEDAD,TOYOTA,CORONA,5,GASOLINA,,VEHICULO USADO,SANTA ANA,CHALCHUAPA,ALTA
88980,PARTICULAR,1989,1700,0,0,0,BLANCO,,0,6/3/1990,1990,3,AUTOMOVIL,PROPIEDAD,TOYOTA,CORONA,5,GASOLINA,,VEHICULO USADO,LA LIBERTAD,LA LIBERTAD,ALTA
88981,PARTICULAR,1989,1700,0,0,0,BLANCO,,0,6/3/1990,1990,3,AUTOMOVIL,PROPIEDAD,TOYOTA,CORONA,5,GASOLINA,,VEHICULO USADO,SAN SALVADOR,SAN MARTIN,ALTA
88982,PARTICULAR,2005,2000,4,4,1750.78,NEGRO,23/9/2013,1750.78,29/11/2013,2013,11,AUTOMOVIL,PROPIEDAD,HYUNDAI,ELANTRA,5,GASOLINA,AGDOSA - APOPA,VEHICULO USADO,SAN SALVADOR,CUSCATANCINGO,ALTA
88983,PARTICULAR,2009,1500,4,4,5106.32,NEGRO,29/8/2013,5106.32,30/11/2013,2013,11,AUTOMOVIL,PROPIEDAD,HONDA,FIT,5,GASOLINA,TRANSAUTO S.A. DE C.V.,VEHICULO USADO,SANTA ANA,SANTA ANA,ALTA
88984,PARTICULAR,2010,2500,4,4,6623.23,GRIS,7/10/2013,6623.23,30/11/2013,2013,11,AUTOMOVIL,PROPIEDAD,MAZDA,3,5,GASOLINA,TRANSAUTO S.A. DE C.V.,VEHICULO USADO,SONSONATE,SONSONATE,ALTA
88985,PARTICULAR,2005,1700,4,4,2189.37,GRIS,8/11/2013,2189.37,2/12/2013,2013,12,AUTOMOVIL,PROPIEDAD,HONDA,CIVIC,5,GASOLINA,ALMACENADORA NEJAPA, S.A DE C.V,VEHICULO USADO,USULUTAN,STGO DE MARIA,ALTA
88986,PARTICULAR,2005,3500,4,2,3381.52,OCRE,7/11/2013,3381.52,2/12/2013,2013,12,PICK UP,PROPIEDAD,CHEVROLET,COLORADO,0.5,GASOLINA,ALMACENADORA NEJAPA, S.A DE C.V,VEHICULO USADO,SAN SALVADOR,APOPA,ALTA
88987,PARTICULAR,2007,1800,4,4,3333.5,GRIS,25/10/2013,3333.5,2/12/2013,2013,12,AUTOMOVIL,PROPIEDAD,NISSAN,VERSA,5,GASOLINA,ALMACENADORA NEJAPA, S.A DE C.V,VEHICULO USADO,SAN MIGUEL,SAN MIGUEL,ALTA
88988,PARTICULAR,1990,0,0,0,0,VERDE METALICO,,0,28/5/1990,1990,5,PICK UP,PROPIEDAD,NISSAN,N/D,0.5,GASOLINA,,VEHICULO USADO,SAN VICENTE,SAN ILDEFONSO,ALTA
88989,CAMION,2000,4700,4,2,2682.05,BLANCO,9/10/2013,2682.05,2/12/2013,2013,12,CAMION PESADO,PROPIEDAD,ISUZU,NPR,3,DIESEL,ALMACENADORA NEJAPA, S.A DE C.V,VEHICULO USADO,SANTA ANA,SANTA ANA,ALTA
88990,PARTICULAR,2007,2400,4,2,3760.64,GRIS,25/10/2013,3760.64,2/12/2013,2013,12,AUTOMOVIL,PROPIEDAD,SCION,TC ,5,GASOLINA,ALMACENADORA NEJAPA, S.A DE C.V,VEHICULO USADO,SAN MIGUEL,SAN MIGUEL,ALTA
88991,PARTICULAR,2008,1800,4,4,3474.75,AZUL,25/10/2013,3474.75,2/12/2013,2013,12,AUTOMOVIL,PROPIEDAD,NISSAN,VERSA,5,GASOLINA,ALMACENADORA NEJAPA, S.A DE C.V,VEHICULO USADO,LA UNION,PASAQUINA,ALTA
88992,PARTICULAR,2005,1500,4,4,2184.4,OCRE,27/9/2013,2184.4,2/12/2013,2013,12,AUTOMOVIL,PROPIEDAD,SCION,XB,5,GASOLINA,TRANSAUTO S.A. DE C.V.,VEHICULO USADO,SAN SALVADOR,ILOPANGO,BAJA
88993,PARTICULAR,2007,2400,4,2,2952.06,BLANCO,18/10/2013,2952.06,2/12/2013,2013,12,AUTOMOVIL,PROPIEDAD,SCION,TC ,5,GASOLINA,TRANSAUTO S.A. DE C.V.,VEHICULO USADO,SAN SALVADOR,APOPA,ALTA
88994,PARTICULAR,1988,3000,0,0,0,ROJO BLANCO,,0,2/3/1989,1989,3,CAMION LIVIANO,PROPIEDAD,TOYOTA,DYNA,3,DIESEL,,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
88995,PARTICULAR,1988,1300,0,0,0,BLANCO,,0,11/11/1988,1988,11,AUTOMOVIL,PRENDA,TOYOTA,STARLET,5,GASOLINA,,VEHICULO USADO,LA PAZ,SAN PEDRO NONUALCO,ALTA
88996,PARTICULAR,1985,0,0,0,0,ROJO CAFE,,0,5/4/1989,1989,4,MICROBUS,PLAZOS,PLYMOUTH,VOYAGER,9,GASOLINA,,VEHICULO USADO,USULUTAN,PTO EL TRIUNFO,BAJA
88997,PARTICULAR,1983,0,0,0,0,BLANCO,,0,11/11/1988,1988,11,PICK UP,PROPIEDAD,MAZDA,B2000,1,GASOLINA,,VEHICULO USADO,LA LIBERTAD,QUEZALTEPEQUE,BAJA
88998,PARTICULAR,1977,0,0,0,0,AZUL CROMADO,,0,11/11/1988,1988,11,PICK UP,PROPIEDAD,TOYOTA,N/D,1,GASOLINA,,VEHICULO USADO,SANTA ANA,SANTA ANA,BAJA
88999,PARTICULAR,1980,0,0,0,0,AZUL CELESTE BLANCO,,0,12/9/1989,1989,9,AUTOMOVIL,PROPIEDAD,TOYOTA,N/D,5,GASOLINA,,VEHICULO USADO,SAN SALVADOR,CIUDAD DELGADO,BAJA
89000,PARTICULAR,1981,0,0,0,0,CAFE CROMADO,,0,5/4/1989,1989,4,AUTOMOVIL,PROPIEDAD,DATSUN,N/D,5,GASOLINA,,VEHICULO USADO,SONSONATE,SONSONATE,BAJA
89001,PARTICULAR,1977,0,0,0,0,NEGRO,,0,6/1/1989,1989,1,PICK UP,PROPIEDAD,DATSUN,N/D,1,GASOLINA,,VEHICULO USADO,SANTA ANA,SANTA ANA,BAJA
89002,PARTICULAR,1982,0,0,0,0,BLANCO,,0,14/12/1988,1988,12,PICK UP,PROPIEDAD,DATSUN,N/D,1,DIESEL,,VEHICULO USADO,SANTA ANA,SANTA ANA,BAJA
89003,PARTICULAR,1983,0,0,0,0,CAFE,,0,25/11/1988,1988,11,PICK UP,PROPIEDAD,NISSAN,DATSUN,1,GASOLINA,,VEHICULO USADO,CUSCATLAN,SAN P PERULAPAN,ALTA
89004,PARTICULAR,1985,1800,0,0,0,NEGRO ROJO,,0,9/3/1989,1989,3,AUTOMOVIL,PROPIEDAD,NISSAN,SENTRA,5,GASOLINA,,VEHICULO USADO,SAN SALVADOR,APOPA,ALTA
89005,PARTICULAR,1987,0,0,0,0,OCRE GRIS,,0,12/4/1989,1989,4,PICK UP,PROPIEDAD,TOYOTA,N/D,1,GASOLINA,,VEHICULO USADO,LA PAZ,ZACATECOLUCA,BAJA
89006,PARTICULAR,1977,0,0,0,0,BLANCO AZUL CELESTE,,0,12/9/1989,1989,9,PICK UP,PROPIEDAD,TOYOTA,N/D,1,GASOLINA,,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89007,PARTICULAR,1985,0,0,0,0,VERDE,,0,12/1/1989,1989,1,AUTOMOVIL,PROPIEDAD,MERCEDES BENZ,N/D,5,GASOLINA,,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89008,PARTICULAR,1979,0,0,0,0,OCRE BLANCO ROJO,,0,2/3/1989,1989,3,PICK UP,PROPIEDAD,TOYOTA,N/D,1,GASOLINA,,VEHICULO USADO,LA PAZ,ZACATECOLUCA,ALTA
89009,PARTICULAR,1985,0,0,0,0,NEGRO,,0,14/12/1988,1988,12,MICROBUS,PROPIEDAD,PLYMOUTH,VOYAGER,9,GASOLINA,,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,BAJA
89010,PARTICULAR,1980,0,0,0,0,ROJO,,0,11/11/1988,1988,11,PICK UP,PROPIEDAD,TOYOTA,N/D,0.5,GASOLINA,,VEHICULO USADO,SANTA ANA,SANTA ANA,ALTA
89011,PARTICULAR,1985,0,0,0,0,ROJO,,0,11/11/1988,1988,11,PICK UP,PROPIEDAD,TOYOTA,N/D,0.5,GASOLINA,,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,BAJA
89012,PARTICULAR,1984,0,0,0,0,OCRE,,0,11/11/1988,1988,11,AUTOMOVIL,PROPIEDAD,DATSUN,200 SX,5,GASOLINA,,VEHICULO USADO,SONSONATE,SONSONATE,BAJA
89013,PARTICULAR,1988,4500,0,0,0,ROJO,,0,9/2/1989,1989,2,AUTOMOVIL,PROPIEDAD,TOYOTA,LAND CRUISER,5,DIESEL,AEREA COMALAPA,VEHICULO USADO,AHUACHAPAN,EL REFUGIO,ALTA
89014,PARTICULAR,1988,2500,0,0,0,ROJO VINO,,0,5/4/1989,1989,4,MICROBUS,PROPIEDAD,TOYOTA,HIACE,15,DIESEL,,VEHICULO USADO,SAN SALVADOR,APOPA,ALTA
89015,PARTICULAR,1988,0,0,0,0,VERDE,,0,25/11/1988,1988,11,PICK UP,PROPIEDAD,CHEVROLET,N/D,0.5,GASOLINA,,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,BAJA
89016,PARTICULAR,1987,1800,0,0,0,GRIS,,0,25/11/1988,1988,11,AUTOMOVIL,PROPIEDAD,TOYOTA,COROLLA,5,GASOLINA,,VEHICULO USADO,SONSONATE,SONZACATE,ALTA
89017,PARTICULAR,1986,0,0,0,1500,NEGRO CROMADO C/F PLATEADA,11/11/1988,0,11/11/1988,1988,11,PICK UP,PROPIEDAD,NISSAN,N/D,1,GASOLINA,,VEHICULO USADO,USULUTAN,JIQUILISCO,ALTA
89018,PARTICULAR,1980,0,0,0,0,AZUL,,0,11/11/1988,1988,11,PICK UP,PROPIEDAD,DATSUN,N/D,1.5,GASOLINA,,VEHICULO USADO,LA LIBERTAD,CIUDAD ARCE,ALTA
89019,PARTICULAR,1981,0,0,0,0,GRISBLANCOROJONEGRO,,0,11/11/1988,1988,11,PICK UP,PROPIEDAD,TOYOTA,N/D,0.5,GASOLINA,,VEHICULO USADO,LA PAZ,OLOCUILTA,ALTA
89020,PARTICULAR,1982,0,0,0,0,NEGRO,,0,11/11/1988,1988,11,PICK UP,PROPIEDAD,DATSUN,N/D,1,GASOLINA,,VEHICULO USADO,LA PAZ,EL ROSARIO,ALTA
89021,PARTICULAR,1988,0,0,0,0,NEGRO AMARILLO GRIS,,0,11/11/1988,1988,11,AUTOMOVIL,PROPIEDAD,PEUGEOT,N/D,5,GASOLINA,,VEHICULO USADO,LA LIBERTAD,QUEZALTEPEQUE,ALTA
89022,PARTICULAR,1988,0,0,0,0,CAFE NEGRO AMARILLO,,0,11/11/1988,1988,11,AUTOMOVIL,PROPIEDAD,PEUGEOT,N/D,5,GASOLINA,,VEHICULO USADO,SONSONATE,SONSONATE,BAJA
89023,PARTICULAR,1981,0,0,0,0,AZUL ROJO,,0,9/6/1989,1989,6,PICK UP,PROPIEDAD,DATSUN,N/D,1,DIESEL,,VEHICULO USADO,SAN MIGUEL,SAN MIGUEL,ALTA
89024,PARTICULAR,1988,0,0,0,0,GRIS OSCURO,,0,2/3/1989,1989,3,AUTOMOVIL,PROPIEDAD,PEUGEOT,N/D,5,GASOLINA,,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89025,PARTICULAR,1987,0,0,0,0,VERDE,,0,31/3/1989,1989,3,AUTOMOVIL,PROPIEDAD,SSANGYONG,KORANDO,6,DIESEL,,VEHICULO USADO,LA PAZ,SAN PEDRO MASAHUAT,ALTA
89026,PARTICULAR,1972,1200,0,0,0,BLANCO,,0,25/11/1988,1988,11,AUTOMOVIL,PROPIEDAD,DATSUN,1200,5,GASOLINA,,VEHICULO USADO,SAN SALVADOR,APOPA,ALTA
89027,PARTICULAR,1978,0,0,0,0,AZUL,,0,6/1/1989,1989,1,PICK UP,PROPIEDAD,CHEVROLET,LUV,1,GASOLINA,,VEHICULO USADO,USULUTAN,USULUTAN,BAJA
89028,PARTICULAR,1978,0,0,0,0,CAFE ANARANJADO AMARI,,0,25/11/1988,1988,11,MICROBUS,PROPIEDAD,DODGE,N/D,4,GASOLINA,,VEHICULO USADO,SAN SALVADOR,SOYAPANGO,BAJA
89029,PARTICULAR,1982,0,0,0,0,NEGRO,,0,25/11/1988,1988,11,PICK UP,PROPIEDAD,DATSUN,N/D,1,GASOLINA,,VEHICULO USADO,SAN SALVADOR,EL PAISNAL,ALTA
89030,PARTICULAR,1974,0,0,0,0,ROJO,,0,25/11/1988,1988,11,PICK UP,PROPIEDAD,DATSUN,N/D,1,GASOLINA,,VEHICULO USADO,SAN SALVADOR,CIUDAD DELGADO,BAJA
89031,PARTICULAR,2007,1500,4,4,3909.81,AZUL,23/11/2013,3909.81,12/12/2013,2013,12,AUTOMOVIL,PROPIEDAD,TOYOTA,YARIS,5,GASOLINA,ALMACENADORA NEJAPA, S.A DE C.V,VEHICULO USADO,CUSCATLAN,COJUTEPEQUE,ALTA
89032,PARTICULAR,2010,1800,4,4,6172.11,OCRE,23/11/2013,6172.11,12/12/2013,2013,12,AUTOMOVIL,PROPIEDAD,HONDA,CIVIC,5,GASOLINA,ALMACENADORA NEJAPA, S.A DE C.V,VEHICULO USADO,CUSCATLAN,COJUTEPEQUE,ALTA
89033,PARTICULAR,1982,0,0,0,0,CELESTE,,0,25/11/1988,1988,11,PICK UP,PROPIEDAD,DATSUN,KING CAB,1,GASOLINA,,VEHICULO USADO,AHUACHAPAN,AHUACHAPAN,ALTA
89034,PARTICULAR,1986,2800,0,0,0,AZUL,,0,25/11/1988,1988,11,AUTOMOVIL,PROPIEDAD,MITSUBISHI,MONTERO,4,GASOLINA,,VEHICULO USADO,SAN MIGUEL,SAN MIGUEL,ALTA
89035,PARTICULAR,1977,0,0,0,0,NEGRO AMARILLO,,0,25/11/1988,1988,11,PICK UP,PROPIEDAD,DATSUN,N/D,1,GASOLINA,,VEHICULO USADO,LA LIBERTAD,SANTA TECLA,ALTA
89036,PARTICULAR,1972,0,0,0,0,ROJO,,0,25/11/1988,1988,11,PICK UP,PROPIEDAD,DATSUN,1600,1,GASOLINA,,VEHICULO USADO,MORAZAN,ARAMBALA,ALTA
89037,PARTICULAR,2006,2000,4,2,5912.38,NEGRO,23/11/2013,5912.38,12/12/2013,2013,12,AUTOMOVIL,PROPIEDAD,HONDA,CIVIC SI,5,GASOLINA,ALMACENADORA NEJAPA, S.A DE C.V,VEHICULO USADO,LA PAZ,ZACATECOLUCA,ALTA
89038,PARTICULAR,1983,0,0,0,0,ROJO,,0,14/12/1988,1988,12,PICK UP,PROPIEDAD,TOYOTA,N/D,1,GASOLINA,,VEHICULO USADO,CUSCATLAN,COJUTEPEQUE,ALTA
89039,PARTICULAR,2007,1600,4,4,2875.96,AZUL,22/7/2013,2875.96,16/12/2013,2013,12,AUTOMOVIL,PRENDA,KIA,RIO SX,5,GASOLINA,TRANSAUTO S.A. DE C.V.,VEHICULO USADO,LA LIBERTAD,SANTA TECLA,ALTA
89040,PARTICULAR,1983,0,0,0,0,ROJO BLANCO,,0,25/11/1988,1988,11,AUTOMOVIL,PROPIEDAD,CHEVROLET,BLAZER,3,GASOLINA,,VEHICULO USADO,SONSONATE,SONSONATE,BAJA
89041,PARTICULAR,2005,3300,6,4,2898.19,GRIS,2/12/2011,2898.19,12/12/2013,2013,12,AUTOMOVIL,PROPIEDAD,DODGE,CARAVAN SXT,7,GASOLINA,TRANSAUTO S.A. DE C.V.,VEHICULO USADO,SAN SALVADOR,CUSCATANCINGO,ALTA
89042,PARTICULAR,1981,0,0,0,0,AMARILLO,,0,9/2/1989,1989,2,PICK UP,PROPIEDAD,TOYOTA,N/D,1,DIESEL,,VEHICULO USADO,SAN MIGUEL,EL TRANSITO,ALTA
89043,PARTICULAR,1987,2000,0,0,0,AZUL,,0,9/3/1989,1989,3,AUTOMOVIL,PLAZOS,HONDA,ACCORD,5,GASOLINA,,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89044,PARTICULAR,1981,0,0,0,0,VERDE,,0,25/11/1988,1988,11,PICK UP,PROPIEDAD,DATSUN,N/D,1.5,GASOLINA,,VEHICULO USADO,SAN SALVADOR,SOYAPANGO,BAJA
89045,PARTICULAR,2005,2400,4,4,2059.06,GRIS,19/2/2013,2059.06,12/12/2013,2013,12,AUTOMOVIL,PROPIEDAD,DODGE,CARAVAN,7,GASOLINA,TRANSAUTO S.A. DE C.V.,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89046,PARTICULAR,2006,1500,4,4,2365.93,AZUL,7/2/2013,2365.93,16/12/2013,2013,12,AUTOMOVIL,PROPIEDAD,SCION,XA,5,GASOLINA,AGDOSA - APOPA,VEHICULO USADO,USULUTAN,USULUTAN,ALTA
89047,PARTICULAR,1988,0,0,0,0,AZUL/GRIS C/F GRIS/AMARILLA,,0,6/1/1989,1989,1,AUTOMOVIL,PROPIEDAD,SUBARU,N/D,8,GASOLINA,,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89048,PARTICULAR,1988,0,0,0,0,PLATEADO METALICO,,0,25/11/1988,1988,11,MICROBUS,PROPIEDAD,SUBARU,N/D,8,GASOLINA,,VEHICULO USADO,LA LIBERTAD,SANTA TECLA,ALTA
89049,PARTICULAR,1981,0,0,0,0,ROJO,,0,25/11/1988,1988,11,PICK UP,PROPIEDAD,TOYOTA,N/D,1.5,DIESEL,,VEHICULO USADO,CABAÑAS,ILOBASCO,BAJA
89050,PARTICULAR,1983,0,0,0,0,AZUL CELESTE BLANCO,,0,31/10/1988,1988,10,PICK UP,PROPIEDAD,TOYOTA,N/D,1,GASOLINA,,VEHICULO USADO,SAN SALVADOR,SAN MARCOS,BAJA
89051,PARTICULAR,1971,0,0,0,0,CAFE,,0,31/10/1988,1988,10,AUTOMOVIL,PROPIEDAD,FORD,N/D,5,GASOLINA,,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,BAJA
89052,PARTICULAR,1977,0,0,0,0,CELESTE AZUL,,0,8/12/1988,1988,12,PICK UP,PROPIEDAD,FORD,COURIER,1,GASOLINA,,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,BAJA
89053,PARTICULAR,1976,0,0,0,0,BLANCO AZUL,,0,25/11/1988,1988,11,PICK UP,PROPIEDAD,CHEVROLET,LUV,1,GASOLINA,,VEHICULO USADO,AHUACHAPAN,SAN FRANCISCO MENENDEZ,BAJA
89054,PARTICULAR,1977,0,0,0,0,ROJO,,0,2/3/1989,1989,3,PICK UP,PROPIEDAD,TOYOTA,CORONA 1600,1,GASOLINA,,VEHICULO USADO,SAN SALVADOR,APOPA,BAJA
89055,PARTICULAR,1981,0,0,0,0,BLANCO,,0,22/8/1989,1989,8,PICK UP,PROPIEDAD,DATSUN,N/D,1,DIESEL,,VEHICULO USADO,LA PAZ,SAN LUIS TALPA,ALTA
89056,MOTOCICLETA,2014,100,1,,762.13,NEGRO MULTICOLOR,30/10/2013,762.13,20/12/2013,2013,12,MOTOCICLETA,PLAZOS,BAJAJ,BOXER,2,GASOLINA,SANTA ANA,VEHICULO NUEVO,LA LIBERTAD,JAYAQUE,ALTA
89057,PARTICULAR,1981,0,0,0,0,ROJO,,0,25/11/1988,1988,11,PICK UP,PROPIEDAD,TOYOTA,N/D,1,DIESEL,,VEHICULO USADO,SAN SALVADOR,APOPA,ALTA
89058,MOTOCICLETA,2013,180,1,,1488.8,NEGRO MULTICOLOR,29/1/2013,1488.8,20/12/2013,2013,12,MOTOCICLETA,PROPIEDAD,BAJAJ,PULSAR,2,GASOLINA,SANTA ANA,VEHICULO NUEVO,AHUACHAPAN,SAN FRANCISCO MENENDEZ,ALTA
89059,PARTICULAR,1988,3300,0,0,0,GRIS METALICO,,0,2/3/1989,1989,3,AUTOMOVIL,PROPIEDAD,NISSAN,PATHFINDER,5,GASOLINA,,VEHICULO USADO,LA LIBERTAD,SANTA TECLA,ALTA
89060,PARTICULAR,1988,3300,0,0,0,ROJO METALICO,,0,25/11/1988,1988,11,AUTOMOVIL,PROPIEDAD,NISSAN,PATHFINDER,5,GASOLINA,,VEHICULO USADO,CUSCATLAN,SUCHITOTO,ALTA
